"","track_name","valence","duration_ms","lyrics","album_name","album_release_year","album_img","pct_sad","word_count","lyrical_density","gloom_index"
"46","Phony Rappers",0.531,216173,"[ intro: q- tip] phony rappers who do not write phony rappers who do not excite phony rappers, check it out, aight [ verse : q- tip] yo, i was riding the train and this puerto rican kid said simple and plain: "" let's battle"" it kinda took me by surprise 'cause the brother was moving wit' his eyes on the prize, i said ' screw it' i ain't got nuttin to lose but um but i got to do this shit real quick so um hurry up kid, bust your joints and then i'll bust mine and i'll be out 'cause i got to see this hottie,' he said ' o k' ' now check it, check it out, blah, blah, blah, blah, blah' that's what he said then i came back and just fucked up his head' cause yo, he thought an m c who was seen on t v couldn't hold the shit down in new york city ayo, i showed his ass, then i went off on my task to bless her ass uptown, real m c's will hold it down yeah, yeah, sonny, to the beat like that you wanna bring it to me, where you at? [ verse : phife dawg] yes, dread, i had a similar situation when this kid tried to tell me i didn't deserve my occupation he said i wasn't shit that i was soon to fall i looked him up and down, grab my crotch and said balls of course he tried to bring it on the battling tip and you know me, you know i had to come out my shit trying to lounge at the mall, me, skeff and mr. walt and finally i banged his ass wit the verbal assault he said a rhyme about his . and his nickel bags of weed that's when i proceeded to give him what he needed talking 'bout i need a phillie right before i get loose poor excuse, money please, i get loose off of orange juice preferably minute maid 'cause that's exactly what it takes to write a rhyme, huh so screw your nickels and your dimes because an m c like me be on t v don't mean i can't hold my shit down in n y c phony rappers who do not write phony rappers who do not excite phony rappers, you know they type phony rappers, check it [ verse : q- tip] it seems there's a sanitation, y'all full of trash talker sounding good, but money, can you be the dog walker? talking 'bout your mic days and your breakdancing not enhancing, you sound tired... oh, shit, i didn't know you like to play yourself in front'cha friends sitting there, lying to no end m c's for me make things happening talk about a world but in a form of rapping who will be the captain of this ship if it goes down, don't you know you have to go wit it just because you rhyme for a couple of weeks doesn't mean that you've reach the m c's peak let me stop sounding all bitter ghetto child, never be a quitter but don't be a phony in the litter take it as a letter from the better take it from a man who used to rhyme in busted ass jettas [ verse : phife dawg & consequence] c: yo, phife, you need a condom p: word to god mess around, i catch a i d s from m c's being on my nuts too hard c: ' cause on my boulevard, you better bring your bodyguard p: and what's your boulevard? c: l. b., i represent naturally p: so don't step on the boulie if you know that you're phony or else i'll bend that ass like elbow macaroni ' cause i gotta keep it real (gotta keep it real) yep! a tribe called quest, you see we never half step c: ( so on your mark) get ready, m c's be jetty me and phife be hangin' like veronica and betty archie, jughead, snuffing m c's from brainslane down to hempstead p: yes ' quence, see over his rhyme style is older that a chrysler cordoba i'm wilder then the cats from arizona villanova, or, or, kentucky who's the next m c stepping up to try and bust me bring him here and boy, will i ever let him have it c: and when it comes to the microphone, don't even try to grab it what?!?! “ this feeling of embarrassment this shyness, this bashfulness… if you take that out of the people then these people will do whatever they want to do and that is the very definition of america a people who have no shame and therefore do whatever they want to do.""","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0264,265,1.2258700207704,43.35
"47","Get A Hold",0.658,215267,"drifting back... suddenly drifting back (just) suddenly drifting back (just) suddenly [ verse : q- tip] the deadly venom, let me start from the beginning we always hitting, so yo, there'll be no extra innings as i send the mic out the park like reggie jackson you be the minor leaguer who sees no action the coming attraction, what, the main feature and i'mma greet ya, like a rhyming ass creature lurking all up in the dark, unknown parts the brother well prepared is the brother who will start and that's me akki, as long as the ladies move they bodies we'll have a forum to stand cause that happens to be the nature of man sexuality, it is the format baby ain't no ifs, no buts, no ands, or maybes but i praise the lord of the worlds that's unseen respect me for that and let me do my thing i said, respect me for that and let me do my thing you know we gotta get a hold over the illest drum rolls [ verse : q- tip] yo, how you doing? let me give you an intro my name's the abstract, now let me give you some info got the diamond in the back and the sunroof shit that makes the hardcore m c's resort to being bitch and i don't give a shit about being wild rich just make me comfortable and i'll deal with it your lust for the riches make a nigga feel sick down to his zealots, upchuck and then spit denouncing my beliefs, well then your wig get split lay your egos on the ground so that you'll benefit you can take these words and relay it to your clique take some time for your mind and get off them head trips don't try to play me, see my name's not dick the tribe is the crew that makes the mics get lit like the fourth of july on some firework shit my record company be on some true jerk shit but that's aight, now, i'm on some true work shit and i'mma make it happen for my whole outfit you know we got to get control over the illest drum rolls ( third verse)[ verse : q- tip] a-yo, we just getting started, got to redirect this vision got the beauty of a flower plus dimensions like a prism your minds are locked down like prison y'all really need to go lay down cause positivity has risen we hitting, yo bust how we too strong to be broken occasional malfunction pressure time, we ain't joking for security, yo we on this run like logan kamaal's doing the hustle and you backstage vogueing we all got faults, don't ever try to think that you perfect we all are human beings, there's bullshit at the surface sometimes, i mean we rhyme, damn, we ain't prophets and if you think so, you need to stop it so jump back inside your shell let your million dollar thoughts propel but next man don't get jel playa hate that all carries weight that we don't need we slim with disabilities and thick with possibilities cause then you can't move with agility navigating with good visibility we put these tunes out in record shop facilities and strive to get this constant money activity we try to stay on the scene like fidel so if you get enraged with these names it still ring bells there ain't no plan b's, yo watch, we moving through with plan a money market doing things the right way you know we gotta get a hold over the illest drum rolls [ outro: q- tip] yo bust it out section, section section linden boulevard section on merrick section the whole jamaica section on flushing section in bed- stiduy","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0366,246,1.14276688949073,57.69
"48","Motivators",0.89,200427,"we be the number one motivators ghetto mentality and the innovators some of y'all may really hate us but we won't be soft, all we wanna do is rock [ phife] we be the crew that presents to the wicked instrumental damaging your mental from here to sacramento this here groove was made for vintage freestyling feeling like i'm chilling on a caribbean island rugged raw material is what we bring forth a tribe called quest, we representing up north quence got you taken in the back, acting all silly kicking freestyle raps, rolling up phillies [ q- tip] it's the four man fiasco in charge like roscoe now you get the picture like picasso we make it happen when these niggas start rapping who this, captain? stick out your hand, you gets no dap and i got the razor, got the phife, i got the shaheed now all you shorties move your ass while you puff weed blessing fans with autographs in my paths while other rappers get gassed, they be defeating the task [ consequence] yo, if i ruled the world it wouldn't be that gassed shit, niggas will mix it like swirl ' cause half of you g's, ain't nothing but girl scouts and i'mma show you what it's all about ( ah yeah!) that's what you say when my love's in your mouth without a doubt i cut m cs like the cord' cause i does more than that m c from the lords while you be frogging like bud-wei-ser and rapping is what you slacking in i'm knocking m cs outta action like abstinence rockin' since kiss my dick was kicking that peachfuzz cuz, you might be on drugs [ q- tip] to all my people across the state who sit back and contemplate motivate, i motivate to all my people across the land who get their feet stuck in sand motivate, i motivate y'all [ consequence] a yo, i stay with something new but not granddaddy i. u stay tuned, live from the l- b- q a yo, it's just the same guy, swinging on your block you know how i get down like heather b with them glocks i came to lead my team to victory like hayden fox ' cause heads ain't ready for the willie i got ya nah'mean slim, i does my thing like ben grimm leaving crews in state of black and blue like rakim and if you don't know, you better ask another it's like -- when we rolling deep cover so don't shut down on the razor cuz in the - live we stepping through hotter than the trail blazers and in queens, i be a legend like richard dean son, i gotta team that hakeem couldn't dream while you be sam cassell'n, queens keep it live who the hell you telling? ( can't front on the tribe) [ phife] let me tell you why i be the top dog in the industry because all these so-called mutts are not seeing me they too busy eating cycles , and they can't m c, i'd rather be down with fucking droopy d my style is deadly, word bond, act like you fucking know been writing rhymes ever since ray parker sang with raydio your style is played out like a two-tone down goose you couldn't converse if you had fucking react juice so hold your corner as i start to bless this mic in here i'm eating through your crew like stephen king's langoliers try bite my steez, word to god, i'm gonna hurt you( will y'all fall off?) will laura fuck urkel? never here comes the funk, smell the aroma kid, my shit's the bomb, ask my peeps in oklahoma [ outro: q- tip] to all my people across the state who sit back and contemplate motivate, i motivate, i motivate y'all to all my people across the land who get stuck in great sand motivate, i motivate y'all to all my peoples everywhere throw your mitts in the air motivate, motivate, motivate, motivate can't do nuthin for your fronting, get involved and do something motivate, motivate, i motivate, i motivate, i moti...","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0435,276,1.37705997694921,85.34
"49","The Jam",0.739,278107,NA,"Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0,0,0,78.98
"50","Crew",0.915,118227,"[ intro: q- tip] just a lil somethin-somethin about the cats who be fronting you know the tip, he be huntin for all the goodness gracious all across the wide spaces yo, check it out, bust me down, yo yo... yo... [ verse one: q- tip] youse my peoples, why it got to come down to this shit two people thinking as one so now he split remember what i said to you, you bleed, i bleed c'mon, you know how we get down, if you're down, you need and i'm supplying, the dynamic duo, electrifying everybody had to wet us, cuz no one will forget us son, i testify sure as god was my guide any petty little bullshit you did will slide same on my end, after all, what are we, friends if niggas ran me this, too much grounds we defend in the honor or brotherhood cuz it's all good get on some grown man shit and let's knock on wood but now seeing you baby in this stall out position wondering who's the dime piece that you're kissing you might as well take the jigger and take my life cuz the dime piece you happen to be kissing is my wife shit, i should have know not to let these crab asses get within the circle of my girl and make passes now you disrespected me and everything i stand for ( but i'm saying though, son) shhh, say no more allah forgive me, my thoughts is traveling to low desires should i turn the other cheek or react and perspire don't wanna see myself in penitentiary attire but i caught him in the act and my emotion is dire [ spoken word]","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0102,98,0.828913869082359,100
"51","The Pressure",0.821,182507,"verse [ q- tip] in this american metropolis filled with m c's a tribe called quest came to drop jewels wit' ease plus make you party, we do this music thing for everybody black, white, latino and asian, we cold raisin' the stakes of hip-hop to a new plateau to bridge gaps in generations for future plantations a god-fearin' folk cos we all from the yolk of one breed, one seed, to good goals we proceed nowadays i strive to be a very good influence even though not too long ago i was a truant now i'm droppin' it on this and many broad topics from man's obsession with money to holy prophets like mohammed, yo, you know the scene is so freaky enemies they denounce me and my own try to sweep me now i got hip-hop acts posin' like fat cats lex and a rolex, moet and a top hat but what about your contract, slick? is you proper? it's time we turned the tables of this hip-hop fable i be strivin yo', tryna bang these joints out my skillet and fulfil it, think about these kids, we can't kill it [ phife] now every dog has his day, but eff that, it's my year all you gat pullin' m c's could never come near all that bogus type chatter, please put it to rest it's the phifer from quest leavin' venues a mess so i even start to ( rap) when you know you have no ( haps) wit' your simpleton ( lyrics), your light-hearted ( act) step back, me no have no time for dat i'm blowin' up the spot for all you ras clot idi-ots in a world where you have like a zillion m c's ninety percent of all you suckers have filthy l ps bitch this, trick that, come on, act like you know i be that up north m c who never chose to play the down-low ( his name is phife dawg) i label myself as the boss ( true dat) same height as little vicious, yet i'm shorter than kriss kross queens representation, son, you know how we do while light' and sha, they represent b k to the fullest i be the sidekick to the abstract, so get ready for combat yo, what about about them biters? errr! me not like that my motto is to wreck shop, i do it on the non-stop come on party people, you must give me my props cos y'all know good and damn well that the style has been mastered so head for the border you peasy-haired bastards before i start to put it on ya, come on now, must i warn ya? queens is in the house so all m c's go hold their corner outro we feelin' pressures in here you know we feelin' pressures feelin' pressures in here you know we feelin' pressures we gotta stand clear jus' gotta stand clear gotta gotta stand clear of the pressure the what?","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0348,201,1.10132762031045,80.17
"52","1nce Again - Radio Version",0.856,229227,NA,"Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0,0,0,94.61
"53","Mind Power",0.7,235707,"[ verse : q- tip] your new lesson is to realize the mission when you hear it emceein, see i got this in my spirit i got verses like mahalia singin church hymns so strap up because you skatin on ice that's wild thin a weak foundation doesn't make a good home that's why mine is built on chrome microphones we bout to do it theoretically, insteadibly, to the medley come on it's the complete kamaal, unique, fareed, breed that'll keep you broke down like a ross speed so move buddy, a yo we got to get this money in this land of dead and crummy, ain't a damn thing funny a yo, shout out to mobb deep, the extra p busta rhymes, de la, the j beez, and don't sleep we got reality for the cabbage staying sincere to this, so i know we gonna manage give me, liberty in mass amounts and swiss bank accounts with the sustainer, it'll be real so me and my brothas, we can sit down and build like rampage with that last boy scout appeal we got that silk, satin, manhattan intelligence feel that keeps everything on even keels so all you slow brothas talkin yang, ya poo tang now, we gonna show you how the real crew bang [ verse : consequence] a yo, i bring it to you live kid, queens niggas love static your rap's had it, braggin more numbers than mathematics i get brains on craftmatics and leave your wet dreams shattered that's the same guy be skeetin' in your mugshot i stays hot like summertime on l b q and boo boos the love shack is --, my joint's smooth to watch y'all niggas fall like lin que i keeps it brand new like school shoppin', it's on and poppin' the club peeps this nigga's steez like radars you get laid off while i'll be gaming ghetto girl like - off the verdict's in, i be the luke of linden give up your goods cuz it's the start of your endin' [ hook: q- tip] ( where ya at?) we seein life for what it is ( where ya at?) we get this money for these kids ( where ya at?) we bout to build the foundation ( where ya at?) [ verse : phife dawg] now, all that glock totin' trash you talk will not prevail it's stale, you'll either be dead or in jail i keeps it realer than the logo on milk denouncing tough guy wannabes that look smoother than silk that's the sound of the man getting yanked off the stage trying to front like he mad paid sucking so bad, we threw his mama off the train (insane) m cs are just givin it all away ( o k) who said him know about the quest-like sound? mess around and get your ass knocked down (clown) i dedicate this to the posers that play hard you wanna hear some rhymes, well then bring your bodyguard so he can peep the worldwide willie that we display leaving all m cs in complete disarray i beez a veteran m c, crushing crews for years you frontin' hard, when you softer than the berenstain bears yeah, chumps be like "" phife, that ain't fair"" ' fuck outta here, do i look like i care? come off my stage before i grab ya neck and handle ya wet ya like punani, then dry you like canada shaheed muhammad's on the gemini mixer peace to derrick coleman, mad max and the sixers i'm cappin hard cuz i got this rap shit sold from linden boulevard down to cascade road you know my steez, i treat hip hop like a sport holdin down fort up on martinique court like... [ outro: q- tip] ( where ya at?) we seein life for what it is ( where ya at?) we get this money for these kids ( where ya at?) we bout to build the foundation ( where ya at?) we gonna start the zulu nation ( where ya at?) come on, come on ( where ya at?) we gonna put it all together ( where ya at?) no matter what the hell the weather ( where ya at?) uh, uh, mind power ( x) uh, uh, kickin willie is good, all throughout your whole hood but we gotta start with the spirit first y'all mind power","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0473,317,1.34489005417743,58.96
"54","The Hop",0.62,207467,"[ intro: q- tip] yeah, move your body, inside the party we 'bout to bring it to you kid like we never ever did my nigga al g in it, my nigga shaheed in it we got the girl kristine in it, got my man big g in it [ verse : q- tip] a-yo, inside the ghetto or in a sunny meadow i'mma make you move whether woman or fellow yo, i got the medals in the warfield of respect like an ill porno make ya body get wet just a ghetto child trying to live a straight and narrow hoping that my shit will pierce your dome like an arrow i'm sure it will, especially if it's god's will m c's be ready to die cause i'mma kill all your negative feelings standing on two feet while i make the hotties move to the hip-hop beat you know it's realer killer, realer than you can imagine using every source of pain in my range to make it happen if i make it happen, that means i'm making motion and i'm doing my thing causing an ill commotion everybody do the hop, make it smooth like lotion i lay up in the piece on a incognotion [ hook: q- tip] you gotta do the hop, you move to the beat, you don't stop now everybody here, you do the hop you going up to cop, uptown for a brick, don't stop you gotta come back and do the hop yo, fuck the cops, you gotta come back and do the hop move till your body won't stop you gotta do the hop, non-stop motion, non-stop you gotta come back and do the, do the... [ verse : phife] you see you, your career is done like johnny carson's get me vexed, i do like left eye, start an arson now that i got that out my system watch me stab up the track as if my name was o j simpson i packs it in like van halen i work for mine, you, you're freeloading like kato kaelin i'm representing with my crew mess around, bite my rhymes, i'll beat that ass with my shoe c'mon, you know i'm crazy nice brothers can't deal with the shorty named phife you must be mad in the head i bust his ass and leave 'im bloodclot for dead niggas sound like das e f x if it ain't das e f x then they sounding like meth you might as well do megadeth y'all punk m cs better save your freaking breath you's a corny motherfucker you must be high smoking dust with chris tucker y'all faggot asses don't want this i pull more peeps than the peeps at the premier of pocohantas word is bond i am the baddest and all you honies out there, word is bond, you know my status so come and pull your panties down this ain't the barnum bailey show, i don't get down with the clowns so why don't you and your friends get with me and my friends but don't bring your ass by and you ain't got no ends word is bond it don't stop just ease your mind, come along and do the hop [ hook: q- tip] you gotta do the hop, you move to the beat, you don't stop come on everybody, do the hop even if you cop, you gotta come back and do the hop you move to the beat, you don't stop you smoking jum rocks, you gotta just stop and do the hop then you come back and do the hop you know we don't stop, we on the ghetto prize on the top you know we come back and do the hop shorties in the place, all the shorty rocks, do the hop you gotta come back and do the hop we never go on pop, you know we come back, we do the hop this is how it is, we do the hop you move to the beat, then come on everybody, don't...","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0539,241,1.16163052437255,47.53
"55","Keeping It Moving",0.852,218533,"q- tip: somethin for your earhole, so you can clean them shits out it seems that some don't understand what i'm talkin about how you get west coast nigga, from west coast hater? i could never dis a whole coast, my time is too greater(true) yeah, we from the east, the land of originators you also from the west, the land of innovators the only difference of the two is the style of the rap plus the musical track, this beef shit is so wack let me let y'all brothas know i ain't no west coast disser another thing i'm not is a damn ass kisser so listen to my words as i set things straight i ain't got no beef, so don't come in my face keep it movin, yeah to the k. i. m keep it movin, yeah yeah to the k. i. m i ain't got no time for schuckin and jivin keep it movin, keep it movin, yeah yeah to the k. i. m keep it movin, yeah yeah to the k. i. m i ain't got no time for schuckin and jivin q- tip: hip hop can never be a way of life it doesn't tell you how to raise a child or treat a wife i verbalize over...rhyme friendly that puts a listener in a frenzy, so pop me in your benzi you dig it? get wit it or get your melon splitted if you ever try to combat, sirat al- mustaqim we got the illy team that doesn't even sweat the gleam or glamour, we'll figure your ass like greg the hammer man, we rockin joints like the who or santana keep jams packed and hotter than havana positivity is the key in the lock put your hand on it, turn it to the right, akh we doin daredevil dandies on these mics peace out to the whole hiero who's puffin on the hydro yeah dun, we movin how we like since the days of rockin hi-los, we keepin things on pyro, fire as we move with zeal and desire now, the hip hop plan, hope you complier son, we havin tunnel vision but my sight is real real broad cuz i can't afford to miss that call makin moves, not movies, as get on the ball and we keepin things covered like a female shawl when i watch hockey, yo, i just look for the brawl quest, quest and you know we signin out y'all keep it movin, yeah yeah, to the k. i. m keep it movin, yeah yeah, to the k. i. m i ain't got no time for schuckin and jivin keep it movin, yeah yeah keep it movin, yeah yeah, to the k. i. m keep it movin, true dat, to the k. i. m i ain't got no time for schuckin and jivin the pharcyde, you know we do it up, uh, you know we do it up, uh the hiero, you know we do it up, yeah yeah, you know we do it up yeah, to the mobb deep, the infamous, we do it up, yeah yeah you know we do it up to my peoples know naim, yeah, you know we do it up, uh uh you know we do it up to my man d j quik, uh, you know we do it up, uh uh, a do, a do it up to my man biz mark, yeah yeah, you know we do it up, uh uh you know we do it up to my man ike love love, you know we do it up, yeah yeah you know we do it up and my man extra p, p, you know we do it up, uh uh uh-uh, uh, uh up i can't forget dr. dre, uh, you know we do it up m c eiht, uh, you know we do it up shelly mae, uh, you know we do it up muhammad, uh, you know we do it up (fading out)","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0086,232,1.06162456013508,91.71
"56","Baby Phife's Return",0.893,198667,"[ verse : phife dawg] the mad man malik makes m cs run for milk of magnesia maybe that'll ease ya master of this microphone mackin, master as in great i'll have your brain goin' in circles as my style tends to ovulate i'm makin' moves, never movies, that's why y'all m cs lose me retrace, won't, so you're stubborn like groupies kid, you know my flava, tear this whole jam apart fuck around and have your heart, like jordan had starks' while you playin' hokey pokey, there's no time to be dokey' cause i come out to play every night like charles oakley dissin' around with wack rhymin you lose your grip from chalk climbin let me take this time to say r. i. p. to phyllis hyman who never got the props that she damn well deserved but see me, you don't wanna see me, 'cause all m cs are gettin' served the nerve, for you to even step to the phifer i'll bumrush your set and crush your whole cypher reserve, a spot for me in hip hop's hall of fame ' cause rappin' ain't no game, big up your head and maintain yeah, queens forever in this piece crushin' any beef ain't nuthin' sweet, the bakery's across the fuckin' street phife dawg, swingin' it back and forth just like aaliyah makin' moves on your heart like that trick tamia no doubt about it, i love hip hop to death but yo tip, bring in the chorus 'cause i'm losin' my breath[ hook: consequence] ay yo, you know the deal when the diggy dawg is on the scene we got the fiend bumpin' straight from the borough queens you know the deal when the diggy dawg is on the scene we got the fiend bumpin' straight from the borough queens you know the deal when the diggy dawg is on the scene you know the deal, ha, you know the deal [ verse : phife dawg] big up pop duke, that's where i caught my athleticism my mama, no doubt, that's where i got my lyricism my nana, that's where i got my spiritualism as for tip and shah, they made me stop from smokin' izm now, when i'm with some cheese, i be lettin' off gism writin' rhymes since daddy kane and biz mark was on prism i got a brave heart like the one named shirley chisholm as for my late twin, boy, i wish i was with him got the lightro in the back talkin' bout (come on, get him) and when it comes to rhymes, no doubt, i flip em sucka m c in my path, hey main, i say we ship him money please, your rhymes are wack, say word, this geek is trippin' just because my name is phife, my man, i'm never slippin' i got the type of flave to have your ass straight bitchin' for those who act cute, see i got them on mute have you walkin' through your projects in your birthday suit ' cause your style is off loot, so i played him like a flute if you's a sucka m c, then it's you i rebuke my style is, everyday all day, similar to water crushin' m cs as if my name was sargent slaughter keep shit hotter...than a sauna or better yet, the hormones on your christian daughter hey, i tried to warn her my sounds the type to kill, like the grill on lauryn hill so all ya sucka m cs, y'all best go chill bout to go to union square so i can see my care bear singin' good stuff in my ear, runnin' fingers through my hair represent the zulu nation with illy rap creations just keep shit hotter than death row- bad boy confrontations chillin' with fudge love because he represents the haitians ya naw'mean word up i just wanna big up everybody for supportin' a tribe called quest through the years this be the fourth l p, you know what i'm sayin'? tip, shaheed and phife, beats, rhymes and life featuring my man, you know what i'm sayin', consequence is the area where we represent, for the ladies and gents, ha ha you know what i'm sayin'? big up shaheed muhammad, that's my man christine, you know what i'm sayin, word life (fading out) the abstract poetic, rockin' this track bouncin' it all over the place, in your face you know what i'm sayin'? my man lightro...","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0385,312,1.5704671636457,86.34
"57","Separate/Together",0.558,98293,"[ verse: q- tip] sometimes men and women look at themselves and see bliss through experience we tend to exist that's through our past or our caretakers the instance is in particular, so you need to recognize that if you take all this away and look at us at the end of the day we stand great among creation so baby take these words as a little inspiration while i kick this shit get your ass motivation m cs, you're walking a thin line get in your ranks and tighten up as we walk through mines and plus vipers, phony rhymers and biters money-grubbers, beat-dubbers amongst a whole host of others who be fakin', fraudulatin' waitin' for your bacon they be takin' and skatin' while you sit contemplatin' who's your peoples well let me tell you somethin' now paw we're livin' a world that's r- a-double-raw it's crazy but it's true, go for delly is the law and if you cross the path then you dangerin' your jaw and if you glass joe, don't go toe-for-toe yo all we wanna do is our thing and lay low so brothers hold your heads high when you get down don't violate these women cuz we need them around it's all of us together, not the one without the other the abstract is ill, word to mother we got to do our due, not separate, together got to move on through, not separate, together got to do our due, not separate, together got to move on through, not separate, together yo, we got some problems baby people stressed out, check it but we can make it sugar keep it light and i say move on through separate not together but together not separate, that's how we got to do it, check it on out bust it, yo... yeah, yeah, yeah, yeah","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0385,104,1.0580611030287,44.23
"58","What Really Goes On",0.64,203573,"chorus: we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump-da-bump-da-bump bump-da-bump-da-bump q- tip: yo, we preparin ourselves for this ultimate war the m cs are really lost and it's at a big cost we be rhymin at our show thinkin we gettin dough movin throught every town off the fumes of... and accolades of the crowd with our chests out proud yo, we bout to pack these joints so that these...sound loud some kids be actin stank like a baby pant it's the rapper abstract that make the joint get amped yo, use your body maker and use your minds, to break true yo, we gotta do the do son, we livin in a time where mad folks talk (shit) representin they crews or they east- west clicks let me tell everybody from coast to coast about the lands we boast, but we don't own jack how the (fuck) we movin through makin moves like that? how the (hell) we movin through makin moves like that? can you explain that? i doubt that, very highly we got jewels and mo and the life is type rowdy everybody lookin (shitty) like a to' down committee let's make these institutions, body slam for the smitties i got girls with plenty tails, smarts and big (titties) and they all stressin me, yo, really? what really goes on? ( i don't know) chorus: we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump-da-bump-da-bump bump-da-bump-da-bump q- tip: one is for the beat and the two is for the rhyme three is for the life, now we on this incline never catch this kid stickin forks in swine never ran my gibs in nuthin less than a dime a few of my brothas did that asshole one time strivin miss sunrise, sometimes is known as crime the three twenty-five got that windex shine and when i shot skelly, i had my boxes in lines all i wanna do is live life and be fair i used to stress girls with long legs and long hair now, i want a woman with a spiritual flair god will never make it too hard for me to bare i'm hungry like a derelict whose stays in the diluse some can count me out, but yo, i doubt that i lose the westernized world got our minds confused you frontin on me, ak, then you don't get bruised the funny style cats, they be playin games like chucky government officials shoot their same old... made of devil agents a.k.a. the devil flunky stiff (ass) squares gettin mad cuz we funky this the crap game, then we got the top rolls the positive jumps the negative like frogs resentin evil vibes, yo, that (shit) is at the morgue we celebrate laughin down in at the smorgas borg you still lookin (shitty) like a to' down committee let's make this institution, buy the land for the smitties i got girls with tails, plenty smarts and big (titties) and they all stressin me...really chorus: we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump we got the bump-da-bump-da-bump bump-da-bump-da-bump bump-da-bump-da-bump","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0394,355,1.74384618785399,51.32
"59","Word Play",0.698,179560,"q- tip: one, two, what'cha wanna do three, four, cuz we're gonna give you more five, six, and we ain't the tricks seven, eight, and we got it straight nine, ten, cuz we make it blend eleven, twelve, never ever goin for self tribe called quest situation check it out q- tip: power. people really get caught with this on different levels power controls your life money: the companion of the first. some people tend to worship and we know this ain't right phife: attitude (attitude) is how i get my point across you can't call yourself an m c if you know that you're soft aggressive...is how the stage is approached. i burn m cs like toast cuz i'm the host with the most consequence: illin(illin) is what you do when you're assin whether it be you or all up in your fashion... cashin...it turns your people corrupt it's six o'clock, yo, you gotta get your weight up q- tip: sex(sex). either a man or a woman it's a gender, or when lovers get down froggin. when niggas try to play roles but when they really need to put that shit background phife: miserable(miserable) is what your whole crew will be if you're not original and you show no strategy heavenly...is how the track tends to flow and if you don't know, tell em diggy said so q- tip: we livin this cuz it's deep in our bones a tribe called quest with this hip hop jones so sit and analyze the lyrical spray cuz all it really is is word play(word play)(word) consequence: willie. that's what i kick to get this millie on a lilly now, i'm baggin dimes like chilli stress(stress). that's what i always go through cuz it's survival of the fittest on the q- tip: knowledge. when the mind accept facts on this plane of livin, knowledge be the key, black understanding. gettin a grip on what's revealed when shit be real, can't give understanding back phife: analyze. that's what i do to m cs that be talkin bout they this and that, money please ego. i'm on my own jock skill cuz if i don't say i'm the best, tell me who the hell will consequence: cheeba smoke y'all. that's what i use to get high when i'm in a rut and i don't know why try. yo try again my friend cuz you can't see this m c representin linden q- tip: freestyle(freestyle). a true m c trait and when you do it ill, niggas respect it as great yo, i gotta...(laughing) phife: we livin this cuz it's deep in our bones a tribe called quest with the hip-hop jawns so sit and analyze the lyrical spray cuz all it really is is word play(word play)","Beats, Rhymes & Life",1996,"https://i.scdn.co/image/8c0be0f59092ffc0018cbd7f21d31c0e1c6b23ed",0.0331,181,1.00801960347516,64.63
